name,artist,album,genre,total_time,play_count,skip_count
Bombo Clap-Modestia Aparte Acapella-Rap Solo Universidad-Mierda,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,121760,13,0
Fuego Camina Conmigo con el Phomega,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,315707,15,0
Virtuosos-A Solas con un Ritmo-Kase O-Atrás,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,264587,1,0
Nada Que Hacer,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,322760,2,0
Java y Kamel-Amberes-Reunión-Kieres con Kami,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,763307,13,0
Algo de Jazz,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,224667,2,0
Zombis,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,286093,1,1
Vivir para Contarlo,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,337013,15,0
Nada Mas,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,329640,14,0
Prologo,Canserbero,Guía para la Acción,Hip-Hop,128679,7,1
Ni de Oro Ni Goldfil,Canserbero,Vida Bandida: Ill Mixtape Venezuela,Hip-Hop/Rap,187973,12,0
Canbiate,Canserbero,Guía para la Acción,Hip-Hop,236304,16,0
El Mundo Ya Se Acabó,Canserbero,Guía para la Acción,Hip-Hop,217731,11,0
Canción de la Prisión,Canserbero,Guía para la Acción,Hip-Hop,273319,6,2
Can You Hear It,Canserbero,Guía para la Acción,Hip-Hop,70322,12,0
Guía para la Acción,Canserbero,Guía para la Acción,Hip-Hop,242678,10,0
Canpesino,Canserbero,Guía para la Acción,Hip-Hop,268199,11,1
Rialaif,Canserbero,Guía para la Acción,Hip-Hop,203938,15,0
Perdón,Canserbero,Guía para la Acción,Hip-Hop,312320,8,0
Así Mismo,Canserbero,Guía para la Acción,Hip-Hop,262844,15,0
Corazones de Piedra,Canserbero,Guía para la Acción,Hip-Hop,236696,6,1
La Voz,Canserbero,Guía para la Acción,Hip-Hop,253701,4,2
Visiones,Canserbero,Guía para la Acción,Hip-Hop,250201,7,1
Advertencia,Canserbero,Guía para la Acción,Hip-Hop,517146,8,1
Epílogo,Canserbero,Guía para la Acción,Hip-Hop,159060,8,0
In the Hood,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,250827,1,0
Rules,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,233640,1,0
Chrome Wheels,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,254827,0,0
Soul Power (Black Jungle) [feat. Flavor Flav],Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,292600,0,0
Uzi (Pinky Ring),Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,320200,1,0
One of These Days,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,253573,0,0
Ya'll Been Warned,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,255493,0,0
Babies,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,308040,0,0
Radioactive (Four Assassins),Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,210067,0,0
Back In the Game (feat. Ronald Isley),Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,274133,1,0
Iron Flag,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,193400,1,0
Da Glock,Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,192800,1,0
Dashing (Reasons),Wu-Tang Clan,Iron Flag,Hip-Hop/Rap,284400,0,0
Campfire,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,239027,1,0
Take It Back,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,252453,1,0
Get Them Out Ya Way Pa,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,258440,0,0
Rushing Elephants,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,180733,0,0
Unpredictable (feat. Dexter Wiggle),Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,251640,0,0
"The Heart Gently Weeps (feat. Erykah Badu, Dhani Harrison & John Frusciante)",Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,337333,1,0
Wolves (feat. George Clinton),Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,256027,0,0
Gun Will Go (feat. Sunny Valentine),Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,254853,0,0
Sunlight,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,196987,0,0
Stick Me for My Riches (feat. Gerald Alston),Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,367053,0,0
Starter (feat. Sunny Valentine & Tash Mahogany),Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,253387,0,0
Windmill,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,271440,0,0
Weak Spot,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,238200,1,0
Life Changes,Wu-Tang Clan,8 Diagrams,Hip-Hop/Rap,441800,2,0
The Genesis,Nas,Illmatic,Hip-Hop/Rap,105320,0,0
N.Y. State of Mind,Nas,Illmatic,Hip-Hop/Rap,294081,9,0
Life's a Bitch,Nas,Illmatic,Hip-Hop/Rap,210737,5,0
The World Is Yours,Nas,Illmatic,Hip-Hop/Rap,290579,3,0
Halftime,Nas,Illmatic,Hip-Hop/Rap,260797,0,0
Memory Lane (Sittin' In Da Park),Nas,Illmatic,Hip-Hop/Rap,248212,0,0
One Love,Nas,Illmatic,Hip-Hop/Rap,325657,1,0
One Time 4 Your Mind,Nas,Illmatic,Hip-Hop/Rap,198794,0,0
Represent,Nas,Illmatic,Hip-Hop/Rap,252596,2,0
It Ain't Hard To Tell,Nas,Illmatic,Hip-Hop/Rap,202107,2,0
The Big Picture (Intro),Big L,The Big Picture,Hip-Hop/Rap,179067,2,0
Ebonics (Criminal Slang),Big L,The Big Picture,Hip-Hop/Rap,201293,3,0
Size 'Em Up,Big L,The Big Picture,Hip-Hop/Rap,235187,5,0
Deadly Combination (feat. 2Pac),Big L,The Big Picture,Hip-Hop/Rap,152373,5,0
98 Freestyle,Big L,The Big Picture,Hip-Hop/Rap,129693,5,0
"Holdin' It Down (feat. A.G., Miss Jones & Stan Spit)",Big L,The Big Picture,Hip-Hop/Rap,279347,6,1
The Heist,Big L,The Big Picture,Hip-Hop/Rap,182587,4,0
The Enemy (feat. Fat Joe),Big L,The Big Picture,Hip-Hop/Rap,168013,5,0
Fall Back (feat. Kool G Rap),Big L,The Big Picture,Hip-Hop/Rap,169133,1,0
Flamboyant,Big L,The Big Picture,Hip-Hop/Rap,187093,4,0
Casualties of a Dice Game,Big L,The Big Picture,Hip-Hop/Rap,198267,1,0
Platinum Plus (feat. Big Daddy Kane),Big L,The Big Picture,Hip-Hop/Rap,217813,2,0
Who You Slidin' Wit (feat. Stan Spit),Big L,The Big Picture,Hip-Hop/Rap,253840,1,0
Games (feat. Guru & Sadat X),Big L,The Big Picture,Hip-Hop/Rap,272707,2,0
The Heist Revisitied,Big L,The Big Picture,Hip-Hop/Rap,181600,4,0
"The Triboro (feat. Fat Joe, O.C. & Remy Ma)",Big L,The Big Picture,Hip-Hop/Rap,329707,2,0
Put It On,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,217627,12,0
MVP,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,218867,8,0
"No Endz, No Skinz",Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,208733,4,0
8 Iz Enuff,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,298840,7,0
All Black,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,260800,3,1
Danger Zone,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,216600,5,0
Street Struck,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,249627,6,0
Da Graveyard,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,323760,5,0
Lifestylez ov da Poor & Dangerous,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,201240,6,0
I Don't Understand It,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,260227,4,0
Fed up wit the B******t,Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,232067,6,0
"Let 'Em Have It ""L""",Big L,Lifestylez ov da Poor & Dangerous,Hip-Hop/Rap,237800,7,0
Intro,Big Punisher,Capital Punishment,Hip-Hop/Rap,34007,1,0
Beware,Big Punisher,Capital Punishment,Hip-Hop/Rap,195073,5,0
Super Lyrical (feat. Black Thought),Big Punisher,Capital Punishment,Hip-Hop/Rap,208217,1,0
Taster's Choice - Skit,Big Punisher,Capital Punishment,Hip-Hop/Rap,80580,0,0
Still Not a Player (feat. Joe),Big Punisher,Capital Punishment,Hip-Hop/Rap,236756,2,0
Intermission,Big Punisher,Capital Punishment,Hip-Hop/Rap,21519,1,0
The Dream Shatterer,Big Punisher,Capital Punishment,Hip-Hop/Rap,213827,3,0
Punish Me (feat. Miss Jones),Big Punisher,Capital Punishment,Hip-Hop/Rap,254867,1,0
Pakinamac Pt. 1 - Skit,Big Punisher,Capital Punishment,Hip-Hop/Rap,95239,2,0
You Ain't a Killer,Big Punisher,Capital Punishment,Hip-Hop/Rap,254778,4,0
Pakinamac Pt. II - Skit,Big Punisher,Capital Punishment,Hip-Hop/Rap,57133,1,0
Caribbean Connection (feat. Wyclef),Big Punisher,Capital Punishment,Hip-Hop/Rap,203729,1,0
Glamour Life (feat. Fat Joe & Terror Squad),Big Punisher,Capital Punishment,Hip-Hop/Rap,282741,0,0
Capital Punishment Medley (feat. Prospect),Big Punisher,Capital Punishment,Hip-Hop/Rap,259682,0,0
Uncensored - Skit (feat. Funkmaster Flex),Big Punisher,Capital Punishment,Hip-Hop/Rap,132649,0,0
I'm Not a Player,Big Punisher,Capital Punishment,Hip-Hop/Rap,221335,2,0
Twinz (Deep Cover 98) [feat. Fat Joe],Big Punisher,Capital Punishment,Hip-Hop/Rap,228141,13,0
The Rain & the Sun (Interlude) [feat. Dead Prez],Big Punisher,Capital Punishment,Hip-Hop/Rap,105689,5,0
Boomerang,Big Punisher,Capital Punishment,Hip-Hop/Rap,215921,2,0
You Came Up (feat. Noriega),Big Punisher,Capital Punishment,Hip-Hop/Rap,234133,2,0
Tres Leches (Triboro Trilogy) [feat. Inspektah Deck & Prodigy],Big Punisher,Capital Punishment,Hip-Hop/Rap,259160,0,0
Charlie Rock Shout - Skit,Big Punisher,Capital Punishment,Hip-Hop/Rap,26342,1,0
Fast Money,Big Punisher,Capital Punishment,Hip-Hop/Rap,228744,0,0
Parental Discretion (feat. Busta Rhymes),Big Punisher,Capital Punishment,Hip-Hop/Rap,273349,1,0
The Start of Your Ending (41st Side),Mobb Deep,The Infamous,Hip-Hop/Rap,264333,0,0
(The Infamous Prelude),Mobb Deep,The Infamous,Hip-Hop/Rap,132627,0,1
Survival of the Fittest,Mobb Deep,The Infamous,Hip-Hop/Rap,224533,6,0
Eye for a Eye (Your Beef Is Mines) [feat. Nas & Raekwon The Chef],Mobb Deep featuring Nas,The Infamous,Hip-Hop/Rap,288307,3,0
(Just Step Prelude),Mobb Deep,The Infamous,Hip-Hop/Rap,66333,3,0
Give Up the Goods (Just Step) [feat. Big Noyd],Mobb Deep featuring Noyd,The Infamous,Hip-Hop/Rap,243133,2,0
Temperature's Rising (feat. Crystal Johnson),Mobb Deep featuring Crystal Johnson,The Infamous,Hip-Hop/Rap,300200,2,1
Up North Trip,Mobb Deep,The Infamous,Hip-Hop/Rap,298000,1,0
Trife Life,Mobb Deep,The Infamous,Hip-Hop/Rap,320160,1,0
Q.U. - Hectic,Mobb Deep,The Infamous,Hip-Hop/Rap,286507,2,0
"Right Back at You (feat. Ghostface Killah, Raekwon & Big Noyd)",Mobb Deep featuring Ghostface Killah & Raekwon the Chef,The Infamous,Hip-Hop/Rap,293067,1,0
(The Grave Prelude),Mobb Deep,The Infamous,Hip-Hop/Rap,50160,0,0
Cradle to the Grave,Mobb Deep,The Infamous,Hip-Hop/Rap,297000,0,0
Drink Away the Pain (Situations) [feat. Q-Tip],Mobb Deep featuring Q-Tip,The Infamous,Hip-Hop/Rap,285867,0,0
"Shook Ones, Pt. II",Mobb Deep,The Infamous,Hip-Hop/Rap,325507,8,0
Party Over (feat. Big Noyd),Mobb Deep featuring Noyd,The Infamous,Hip-Hop/Rap,341160,1,0
Animal Instinct (feat. Ty Knitty & Gambino),Mobb Deep,Hell On Earth,Rap,209021,0,0
Drop a Gem On 'Em,Mobb Deep,Hell On Earth,Rap,257458,3,0
Bloodsport,Mobb Deep,Hell On Earth,Rap,215024,1,0
Extortion (feat. Method Man),Mobb Deep,Hell On Earth,Rap,211566,2,0
More Trife Life,Mobb Deep,Hell On Earth,Rap,224524,0,0
Man Down (feat. Big Noyd),Mobb Deep,Hell On Earth,Rap,302893,0,0
Can't Get Enough of It (feat. General G),Mobb Deep,Hell On Earth,Rap,291129,2,0
Nighttime Vultures (feat. Lex Diamonds a.k.a. Raekwon),Mobb Deep,Hell On Earth,Rap,267305,0,0
"G.O.D., Pt. III",Mobb Deep,Hell On Earth,Rap,316238,0,0
Get Dealt With,Mobb Deep,Hell On Earth,Rap,235819,0,0
Hell On Earth (Front Lines),Mobb Deep,Hell On Earth,Rap,274005,1,0
Give It Up Fast (feat. Nas & Big Noyd),Mobb Deep,Hell On Earth,Rap,238365,1,0
Still Shinin',Mobb Deep,Hell On Earth,Rap,250424,0,0
Apostle's Warning,Mobb Deep,Hell On Earth,Rap,241700,1,0
Kerido Auditor,Frank T.,90 Kilos,Hip-Hop/Rap,104364,1,0
Desdel Final Tekafran,Frank T.,90 Kilos,Hip-Hop/Rap,217034,0,0
Skynet Cienciafikcion real,Frank T.,90 Kilos,Hip-Hop/Rap,234801,11,0
Asi Son,Frank T.,90 Kilos,Hip-Hop/Rap,250973,1,0
Un Paso Atrás En La Humanidad,Frank T.,90 Kilos,Hip-Hop/Rap,280865,1,0
Hacerlo Bien,Frank T.,90 Kilos,Hip-Hop/Rap,242491,4,0
"L cojo, L negro y L gitano",Frank T.,90 Kilos,Hip-Hop/Rap,317806,1,0
Éxito N Un Tomo,Frank T.,90 Kilos,Hip-Hop/Rap,185761,2,0
Linea D 4,Frank T.,90 Kilos,Hip-Hop/Rap,316224,6,0
N Busca D Los Terminos,Frank T.,90 Kilos,Hip-Hop/Rap,182237,23,0
Ke Me Pasara N La Boka,Frank T.,90 Kilos,Hip-Hop/Rap,252728,3,0
Muestra De Talento,Frank T.,90 Kilos,Hip-Hop/Rap,243818,17,0
Nunka Saldran Flores,Frank T.,90 Kilos,Hip-Hop/Rap,202188,2,1
N Two Culo 1 Pie,Frank T.,90 Kilos,Hip-Hop/Rap,225823,4,0
Mejor Pensar O No,Frank T.,90 Kilos,Hip-Hop/Rap,216993,4,0
Sonar Despierto,Frank T.,90 Kilos,Hip-Hop/Rap,241460,1,0
Hoy Haras Así,Frank T.,90 Kilos,Hip-Hop/Rap,188467,3,0
La Verdad,Frank T.,90 Kilos,Hip-Hop/Rap,231665,3,0
Playa,Frank T.,90 Kilos,Hip-Hop/Rap,279606,3,0
Nuevo Ser,Frank T.,Frankattack,Hip-Hop/Rap,218186,3,0
Tu Sabes,Frank T.,Frankattack,Hip-Hop/Rap,238404,2,1
28850 Paris,Frank T.,Frankattack,Hip-Hop/Rap,293433,22,0
Nsombolay,Frank T.,Frankattack,Hip-Hop/Rap,272840,4,0
Noume,Frank T.,Frankattack,Hip-Hop/Rap,218186,3,1
Negocio Personal,Frank T.,Frankattack,Hip-Hop/Rap,236422,25,0
Frases,Frank T.,Frankattack,Hip-Hop/Rap,346801,22,0
Tu Quien Eres,Frank T.,Frankattack,Hip-Hop/Rap,262455,6,0
No Hay,Frank T.,Frankattack,Hip-Hop/Rap,231638,7,0
Control De La Palabra,Frank T.,Frankattack,Hip-Hop/Rap,248253,2,2
El Amor,Frank T.,Frankattack,Hip-Hop/Rap,258436,4,0
No Os Dejan Entrar,Frank T.,Frankattack,Hip-Hop/Rap,281026,6,1
Funky B.Boys Niggis,Frank T.,Frankattack,Hip-Hop/Rap,265886,2,3
Deprisa,Frank T.,Frankattack,Hip-Hop/Rap,196506,6,0
Tonto,Frank T.,Frankattack,Hip-Hop/Rap,260392,4,0
Rap Serio,Frank T.,Frankattack,Hip-Hop/Rap,285059,4,0
Bien,Frank T.,Frankattack,Hip-Hop/Rap,254094,4,0
Intro,995,995 - II,Hip-Hop/Rap,13320,0,0
Me Va,995,995 - II,Hip-Hop/Rap,342360,0,0
Me Follé la Vida,995,995 - II,Hip-Hop/Rap,263160,0,0
Cómo Se Llama Mi Drama,995,995 - II,Hip-Hop/Rap,267000,3,0
Déjalo Ya,995,995 - II,Hip-Hop/Rap,318120,2,0
Beat Box Track,995,995 - II,Hip-Hop/Rap,113400,0,0
Que Vengan,995,995 - II,Hip-Hop/Rap,177600,1,0
Entre Pitos y Flautas,995,995 - II,Hip-Hop/Rap,260400,0,0
Reservoir 3,995,995 - II,Hip-Hop/Rap,254520,0,0
DJ Pacool en los Platos,995,995 - II,Hip-Hop/Rap,147000,0,0
Número Once,995,995 - II,Hip-Hop/Rap,166200,1,0
Playstation 3,995,995 - II,Hip-Hop/Rap,213120,0,0
Aquí Fuera,995,995 - II,Hip-Hop/Rap,378120,0,0
Serio,Lil Supa,SERIO,Latin Rap,64694,2,0
No Llores,Lil Supa,SERIO,Latin Rap,95961,3,0
光 Luz,Lil Supa,SERIO,Latin Rap,284000,5,0
Flawless,Lil Supa,SERIO,Latin Rap,137963,2,0
Culto,Lil Supa,SERIO,Latin Rap,144409,4,0
Wise Guys,Lil Supa,SERIO,Latin Rap,240188,3,0
Hambre,Lil Supa,SERIO,Latin Rap,198503,2,0
Zu-Ríal (feat. Ríal Guawankó),Lil Supa,SERIO,Latin Rap,296173,3,0
Fresco & Sucio (feat. Nasty Killah),Lil Supa,SERIO,Latin Rap,202600,1,0
Unstoppable,Lil Supa,SERIO,Latin Rap,229500,4,0
'99,Lil Supa,SERIO,Latin Rap,181333,3,0
Huellas (feat. Dano),Lil Supa,SERIO,Latin Rap,217421,4,0
Espejo,Lil Supa,SERIO,Latin Rap,364066,1,0
C'est la mort,Canserbero,Muerte,Hip-Hop,459363,5,0
Es Épico,Canserbero,Muerte,Hip-Hop,361979,4,1
Ser Vero,Canserbero,Muerte,Hip-Hop,218488,5,0
En el Valle de las Sombras,Canserbero,Muerte,Hip-Hop,340715,1,0
Maquiavélico,Canserbero,Muerte,Hip-Hop,284709,3,1
Mundo de Piedra,Canserbero,Muerte,Hip-Hop,284813,2,0
Sin Mercy,Canserbero,Muerte,Hip-Hop,202762,4,0
Un Día en el Barrio,Canserbero,Muerte,Hip-Hop,379742,5,0
Llovía,Primobeatz & Canserbero,PrimoBeatz en las Bases,Rap,292078,5,0
Y en un Espejo VI,Canserbero,Muerte,Hip-Hop,258900,6,0
La Hora del Juicio,Canserbero,Muerte,Hip-Hop,232072,2,0
El Primer Trago,Canserbero,Muerte,Hip-Hop,382433,4,0
De Mi Muerte,Canserbero,Muerte,Hip-Hop,221649,4,0
Jeremías 17 - 5,Canserbero,Muerte,Hip-Hop,318328,4,0
Prólogo,Canserbero,Vida,Hip-Hop,168281,2,0
Mucho Gusto,Canserbero,Vida,Hip-Hop,252604,10,0
Clima Tropical,Canserbero,Vida,Hip-Hop,264281,7,0
Vida,Canserbero,Vida,Hip-Hop,176065,6,0
Aceptas,Canserbero,Vida,Hip-Hop,234292,9,0
Martillos y Ruedas,Canserbero,Vida,Hip-Hop,218070,4,2
Hace Falta Soñar,Canserbero,Vida,Hip-Hop,364069,2,1
Americanos,Canserbero,Vida,Hip-Hop,154070,4,0
Interludio K219,Canserbero,Vida,Hip-Hop,110550,2,0
Pensando en Ti,Canserbero,Vida,Hip-Hop,244062,4,2
Y la Felicidad Qué,Canserbero,Vida,Hip-Hop,296072,5,0
No Justice,Canserbero,Vida,Hip-Hop,246073,5,0
Únetenos,Canserbero,Vida,Hip-Hop,194064,3,3
Quién Eres,Canserbero,Vida,Hip-Hop,254067,4,0
Perdiendo la Fe,Canserbero,Vida,Hip-Hop,266057,5,0
Ley del Hielo,Canserbero,Vida,Hip-Hop,212558,12,0
Epílogo,Canserbero,Vida,Hip-Hop,428069,7,0
Después de Tanto,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,189507,1,0
Quién Es Él?,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,250987,0,0
"Ya, Ya, Sé",Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,246560,2,0
Andegüineris,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,220293,12,1
Competí,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,263600,15,0
Un Hombre y un Destino,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,232053,2,0
Suelo Soñar,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,298893,0,0
Siento,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,227293,0,0
Alcorcon Rap,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,213280,1,0
Yulians Wins,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,111240,0,0
Cómo Suena,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,249760,0,0
Nos Recordarán,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,266227,0,0
El Acabose,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,202827,0,0
Producto Infinito,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,258036,0,0
Y Más Allá la Mierda,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,193893,2,0
De Mi Barrio Hasta Tu Barrio,Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,260173,0,0
"Ya, Ya, Sé (Versión 0.4)",Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,283947,0,0
Mentira (Versión 0.4),Zenit,Producto Infinito Versión 0.4,Hip-Hop/Rap,298440,0,0
19 Naughty III,Naughty By Nature,19 Naughty III,Hardcore Rap,283600,0,0
Hip Hop Hooray,Naughty By Nature,19 Naughty III,Hardcore Rap,267267,6,0
Ready for Dem (feat. Heavy D),Naughty By Nature,19 Naughty III,Hardcore Rap,248307,2,0
Take It to Ya Face,Naughty By Nature,19 Naughty III,Hardcore Rap,198067,1,0
Daddy Was a Street Corner,Naughty By Nature,19 Naughty III,Hardcore Rap,262693,1,0
The Hood Comes First,Naughty By Nature,19 Naughty III,Hardcore Rap,216600,1,0
The Only Ones,Naughty By Nature,19 Naughty III,Hardcore Rap,199733,1,0
It's On,Naughty By Nature,19 Naughty III,Hardcore Rap,304867,1,0
Cruddy Clique,Naughty By Nature,19 Naughty III,Hardcore Rap,164600,0,0
Knock Em out Da Box (feat. Rottin Razkals),Naughty By Nature,19 Naughty III,Hardcore Rap,130240,1,0
Hot Potato (feat. Freddie Foxxx),Naughty By Nature,19 Naughty III,Hardcore Rap,299293,1,0
Sleepin' on Jersey (feat. Queen Latifah),Naughty By Nature,19 Naughty III,Hardcore Rap,170560,0,0
Written on Ya Kitten,Naughty By Nature,19 Naughty III,Hardcore Rap,262893,0,0
Sleepwalkin' II / Shout Out,Naughty By Nature,19 Naughty III,Hardcore Rap,463933,0,0
Arterias Urbanas,Sicario,La Ley De Ohm,Rap,219924,4,0
Celebraciones Sangrientas 2,Sicario,La Ley De Ohm,Rap,182517,3,0
Electricidad,Sicario,La Ley De Ohm,Rap,256914,4,1
Escribe Tu Nombre,Sicario,La Ley De Ohm,Rap,196048,11,0
Eso Fue Por Hablar,Sicario,La Ley De Ohm,Rap,222040,2,0
Filo De Navaja,Sicario,La Ley De Ohm,Rap,208274,3,0
Ganar Sin Trabajar,Sicario,La Ley De Ohm,Rap,198791,4,0
Antipatia,Sicario,La Ley De Ohm,Rap,312450,3,0
Libertad Es La Ley,Sicario,La Ley De Ohm,Rap,228806,7,0
Nuclear,Sicario,La Ley De Ohm,Rap,136542,4,0
Pistoleros Enterrados,Sicario,La Ley De Ohm,Rap,270132,2,0
"Resistencia, Tensión, Intensidad...",Sicario,La Ley De Ohm,Rap,55536,1,1
Si Quieres Algo Mas Di,Sicario,La Ley De Ohm,Rap,268826,9,0
Siempre Fui Con Los Grandes,Sicario,La Ley De Ohm,Rap,187350,4,0
Skit (Huye),Sicario,La Ley De Ohm,Rap,74788,5,0
Ultimas Noticias,Sicario,La Ley De Ohm,Rap,266292,2,0
Vicio Otra Vez,Sicario,La Ley De Ohm,Rap,185129,4,0
Worldwide,Sicario,La Ley De Ohm,Rap,184581,2,0
16 Hablando en Plata Squad,hablando en plata,la division de la victoria,rap,236808,0,0
01 Vigilancia,hablando en plata,la division de la victoria,rap,110136,0,0
02 Asesinato en el DIN-A,hablando en plata,la division de la victoria,rap,232320,2,0
03 Hombres de honor,hablando en plata,la division de la victoria,rap,334992,1,0
04 La división de la victoria,hablando en plata,la division de la victoria,rap,316704,0,0
05 Pestañea y pierde,hablando en plata,la division de la victoria,rap,212904,0,0
06 ¡Qué miras!,hablando en plata,la division de la victoria,rap,308808,0,0
07 Rol en clubs,hablando en plata,la division de la victoria,rap,262848,0,0
08 Peligro,hablando en plata,la division de la victoria,rap,292608,1,0
09 Veneno mortal,hablando en plata,la division de la victoria,rap,284184,0,0
10 Aparta,hablando en plata,la division de la victoria,rap,280992,1,0
11 Entidad magnética,hablando en plata,la division de la victoria,rap,227112,1,0
12 Justicia ciega,hablando en plata,la division de la victoria,rap,275664,1,0
13 Firma aquí,hablando en plata,la division de la victoria,rap,260424,0,0
14 Fácil fama,hablando en plata,la division de la victoria,rap,286944,2,0
15 Trágico final,hablando en plata,la division de la victoria,rap,239928,1,0
The Coming (Intro)/ A Black Child Was Born / The 8th Wonder/ Keep Falling,Busta Rhymes,The Coming,Hip-Hop/Rap,271840,1,0
Do My Thing,Busta Rhymes,The Coming,Hip-Hop/Rap,220107,1,0
Everything Remains Raw,Busta Rhymes,The Coming,Hip-Hop/Rap,220827,1,0
Abandon Ship,Rampage the Last Boy Scout,The Coming,Hip-Hop/Rap,362307,0,0
Woo Hah!! Got You All In Check,Busta Rhymes,The Coming,Hip-Hop/Rap,272813,8,0
It's a Party,Busta Rhymes & Zhané,The Coming,Hip-Hop/Rap,277440,8,0
Hot Fudge,Busta Rhymes,The Coming,Hip-Hop/Rap,309307,1,0
Ill Vibe (feat. Q-Tip),Busta Rhymes & Q-Tip,The Coming,Hip-Hop/Rap,209760,1,0
"Flipmode Squad Meets Def Squad (feat. Jamal, Redman, Keith Murray, Rampage the Last Boy Scout & Lord Have Mercy)",Busta Rhymes,The Coming,Hip-Hop/Rap,490507,8,0
Still Shining,Busta Rhymes,The Coming,Hip-Hop/Rap,177760,1,0
"Keep It Movin' (feat. Rampage the Last Boy Scout, Dinco & Milo and Charlie Brown of ""Leaders of the New School"")","Dinco, Charlie Brown, Milo, Busta Rhymes & Rampage The Last Boy Scout",The Coming,Hip-Hop/Rap,452573,1,0
The Finish Line,Busta Rhymes,The Coming,Hip-Hop/Rap,306560,0,0
End of the World (Outro),Busta Rhymes,The Coming,Hip-Hop/Rap,169040,0,0
Mickey D's Lick,Mack 10,Mack 10,Hip-Hop/Rap,51933,1,0
Foe Life,Mack 10,Mack 10,Hip-Hop/Rap,253800,14,0
Wanted Dead,Mack 10,Mack 10,Hip-Hop/Rap,236800,6,0
On Them Thangs,Mack 10,Mack 10,Hip-Hop/Rap,307440,2,1
Pigeon Coup,Mack 10,Mack 10,Hip-Hop/Rap,30493,3,0
Chicken Hawk,Mack 10,Mack 10,Hip-Hop/Rap,263200,3,0
